customers,zip,branchName
1,12828,"Albany - NY"
1,12062,"Albany - NY"
1,12849,"Albany - NY"
1,12845,"Albany - NY"
1,12094,"Albany - NY"
1,12070,"Albany - NY"
1,12410,"Albany - NY"
1,12140,"Albany - NY"
1,12834,"Albany - NY"
1,12059,"Albany - NY"
1,12068,"Albany - NY"
